,state,assembly_no,assembly,candidate_name,sex,age,category,party,symbol,general,postal,total,%_votes_polled,total_electors
1994,Maharashtra,146,Ovala - Majiwada, RAVINDRA SITARAM DUNGHAV,MALE,45.0,SC,IND,Cup & Saucer,529,0.0,529,0.2731464509,449717.0
1995,Maharashtra,146,Ovala - Majiwada, SAGAR RAVINDRA SALUNKHE,MALE,30.0,GENERAL,MAHKRS,DIAMOND,465,2.0,467,0.2411330672,449717.0
1996,Maharashtra,146,Ovala - Majiwada, DHEERAJ PANDEY,MALE,34.0,GENERAL,IND,FLUTE,391,0.0,391,0.201890855,449717.0
1997,Maharashtra,146,Ovala - Majiwada, SALMAN AZIMULLA HASHMI,MALE,34.0,GENERAL,IND,Television,338,0.0,338,0.1745245754,449717.0
1998,Maharashtra,146,Ovala - Majiwada, RAMPRAVESH M. CHAUBEY,MALE,64.0,GENERAL,JP,Haldhar Within Wheel (Chakra Haldhar),263,1.0,264,0.136315053,449717.0
1999,Maharashtra,146,Ovala - Majiwada, SANTOSH PANDIT KATARNAVARE,MALE,49.0,SC,APoI,Coat,182,0.0,182,0.09397477139,449717.0
2001,Maharashtra,147,Kopri-Pachpakhadi, EKNATH SAMBHAJI SHINDE,MALE,55.0,GENERAL,SHS,Bow and Arrow,113153,344.0,113497,65.35511511,352995.0
2002,Maharashtra,147,Kopri-Pachpakhadi, GHADIGAONKAR SANJAY PANDURANG,MALE,44.0,GENERAL,INC,Hand,24175,22.0,24197,13.93338785,352995.0
2003,Maharashtra,147,Kopri-Pachpakhadi, MAHESH PARSHURAM KADAM,MALE,39.0,GENERAL,MNS,Railway Engine,21477,36.0,21513,12.38785687,352995.0
2004,Maharashtra,147,Kopri-Pachpakhadi, BAGWE UNMESH B.,MALE,52.0,GENERAL,VBA,Gas Cylinder,5905,20.0,5925,3.411799933,352995.0
2005,Maharashtra,147,Kopri-Pachpakhadi, NOTA,,0.0,,NOTA,NOTA,5134,13.0,5147,2.96380325,352995.0
2006,Maharashtra,147,Kopri-Pachpakhadi, PRABHAKAR BABURAO WAGH,MALE,49.0,SC,BSP,Elephant,1045,2.0,1047,0.6028952793,352995.0
2007,Maharashtra,147,Kopri-Pachpakhadi, VIJAY DYANOBA GHATE,MALE,50.0,SC,RBS,Tractor Chalata Kissan,698,1.0,699,0.4025060174,352995.0
2008,Maharashtra,147,Kopri-Pachpakhadi, SUREN (BABU) ANANT KOLI,MALE,61.0,GENERAL,RMGP,Boat with Man and Sail,593,1.0,594,0.3420437401,352995.0
2009,Maharashtra,147,Kopri-Pachpakhadi, RAVINDRA SHIVRAM SALUNKHE,MALE,55.0,GENERAL,MAHKRS,DIAMOND,376,1.0,377,0.2170883671,352995.0
2010,Maharashtra,147,Kopri-Pachpakhadi, LEELA PRABHULAL CHAVAN,FEMALE,58.0,GENERAL,IND,Pressure Cooker,249,1.0,250,0.1439578031,352995.0
2011,Maharashtra,147,Kopri-Pachpakhadi, TUSHAR DASHRATH LOGADE,MALE,37.0,GENERAL,IND,Whistle,237,1.0,238,0.1370478285,352995.0
2012,Maharashtra,147,Kopri-Pachpakhadi, SADHANA SUDHAKAR SHINDE,FEMALE,63.0,SC,APoI,Coat,178,0.0,178,0.1024979558,352995.0
2014,Maharashtra,148,Thane, KELKAR SANJAY MUKUND,MALE,63.0,GENERAL,BJP,Lotus,91771,527.0,92298,51.77776032,337846.0
2015,Maharashtra,148,Thane, AVINASH ANANT JADHAV,MALE,37.0,GENERAL,MNS,Railway Engine,72431,443.0,72874,40.88119467,337846.0
2016,Maharashtra,148,Thane, NOTA,,0.0,,NOTA,NOTA,5511,36.0,5547,3.111781799,337846.0
2017,Maharashtra,148,Thane, EKNATH ANANDA JADHAV (BHAU),MALE,51.0,GENERAL,IND,Gas Cylinder,3960,36.0,3996,2.241694622,337846.0
2018,Maharashtra,148,Thane, KEDARNATH RUPARAM BHARTI,MALE,55.0,GENERAL,BSP,Elephant,2318,15.0,2333,1.308777166,337846.0
2019,Maharashtra,148,Thane, GODBOLE YOGESH VISHWANATH (SAMIR),MALE,41.0,GENERAL,BAHUMP,Whistle,1209,1.0,1210,0.6787914147,337846.0
2021,Maharashtra,149,Mumbra-Kalwa, AWHAD JITENDRA SATISH,MALE,56.0,GENERAL,NCP,Clock,109014,269.0,109283,61.03490645,357578.0
2022,Maharashtra,149,Mumbra-Kalwa, DEEPALI JAHANGIR SAYED,FEMALE,41.0,GENERAL,SHS,Bow and Arrow,33497,147.0,33644,18.79028204,357578.0
2023,Maharashtra,149,Mumbra-Kalwa, ABU ALTAMASH FAIZI,MALE,50.0,GENERAL,AAAP,Broom,30511,9.0,30520,17.04551801,357578.0
2024,Maharashtra,149,Mumbra-Kalwa, NOTA,,0.0,,NOTA,NOTA,2566,25.0,2591,1.447081821,357578.0
2025,Maharashtra,149,Mumbra-Kalwa, FARHAT MOHD AMIN SHAIKH,FEMALE,26.0,GENERAL,IUML,Auto- Rickshaw,716,1.0,717,0.4004468026,357578.0
2026,Maharashtra,149,Mumbra-Kalwa, KALPANA PANDHARINATH GAIKWAD,FEMALE,45.0,SC,IND,DIAMOND,557,4.0,561,0.3133203016,357578.0
2027,Maharashtra,149,Mumbra-Kalwa, MOHAMMAD YUSUF MOHAMMAD FAROOQ KHAN,MALE,43.0,GENERAL,IND,Cup & Saucer,496,2.0,498,0.2781345993,357578.0
2028,Maharashtra,149,Mumbra-Kalwa, NAAZ MOHAMMED AHMED KHAN,FEMALE,40.0,GENERAL,BAHUMP,Whistle,313,0.0,313,0.1748115052,357578.0
2029,Maharashtra,149,Mumbra-Kalwa, SANTOSH BHIKAJI BHALERAO,MALE,42.0,SC,APoI,Coat,292,1.0,293,0.1636414409,357578.0
2030,Maharashtra,149,Mumbra-Kalwa, PRADIP TUKARAM JANGAM,MALE,60.0,SC,IND,Hat,288,3.0,291,0.1625244345,357578.0
2031,Maharashtra,149,Mumbra-Kalwa, ABDUL RAUF MOHAMMED HANIF‍ MEMON,MALE,44.0,GENERAL,IND,School Bag,178,0.0,178,0.09941357163,357578.0
2032,Maharashtra,149,Mumbra-Kalwa, QAISAR RAZA HUSAINI SHAIKH,MALE,51.0,GENERAL,IND,Pen Nib with Seven Rays,161,0.0,161,0.08991901703,357578.0
2034,Maharashtra,150,Airoli, GANESH NAIK,MALE,69.0,GENERAL,BJP,Lotus,114465,180.0,114645,58.36608561,461489.0
2035,Maharashtra,150,Airoli, GANESH RAGHU SHINDE,MALE,57.0,GENERAL,NCP,Clock,36100,54.0,36154,18.40610109,461489.0
2036,Maharashtra,150,Airoli, NILESH ARUN BANKHELE,MALE,42.0,GENERAL,MNS,Railway Engine,22787,31.0,22818,11.61670672,461489.0
2037,Maharashtra,150,Airoli, DR. PRAKASH DHOKANE,MALE,56.0,GENERAL,VBA,Gas Cylinder,13409,15.0,13424,6.834195414,461489.0
2038,Maharashtra,150,Airoli, NOTA,,0.0,,NOTA,NOTA,5201,12.0,5213,2.653952674,461489.0
2039,Maharashtra,150,Airoli, JAISWAL RAJESH GANGAPRASAD,MALE,42.0,GENERAL,BSP,Elephant,1374,2.0,1376,0.700525394,461489.0
2040,Maharashtra,150,Airoli, HEMANT KISAN PATIL,MALE,45.0,GENERAL,IND,Cup & Saucer,843,2.0,845,0.4301918299,461489.0
2041,Maharashtra,150,Airoli, JADHAV DIGAMBAR VITTHAL,MALE,38.0,SC,SanS,Auto- Rickshaw,817,0.0,817,0.4159369527,461489.0
2042,Maharashtra,150,Airoli, SANGEETA HANUMANT TAKALKAR,FEMALE,41.0,GENERAL,RBS,Whistle,320,0.0,320,0.1629128823,461489.0
2043,Maharashtra,150,Airoli, HARJEET SINGH KUMAR,MALE,47.0,GENERAL,INNP,Pen Nib with Seven Rays,305,0.0,305,0.155276341,461489.0
2044,Maharashtra,150,Airoli, ADV.BAPU POL,MALE,37.0,SC,IND,Bat,260,0.0,260,0.1323667169,461489.0
2045,Maharashtra,150,Airoli, VINAY DUBEY,MALE,33.0,GENERAL,IND,Apple,247,0.0,247,0.1257483811,461489.0
2047,Maharashtra,151,Belapur, MANDA VIJAY MHATRE,FEMALE,63.0,GENERAL,BJP,Lotus,87746,112.0,87858,50.34063497,385993.0
2048,Maharashtra,151,Belapur, ASHOK ANKUSH GAWADE,MALE,61.0,GENERAL,NCP,Clock,44197,64.0,44261,25.36054593,385993.0
2049,Maharashtra,151,Belapur, GAJANAN SHRIKRISHNA KALE,MALE,40.0,GENERAL,MNS,Railway Engine,27573,45.0,27618,15.82448561,385993.0
2050,Maharashtra,151,Belapur, NOTA,,0.0,,NOTA,NOTA,3799,5.0,3804,2.179605448,385993.0
2051,Maharashtra,151,Belapur, GAUTAM DURYODHAN GAIKWAD,MALE,33.0,SC,IND,Auto- Rickshaw,3027,4.0,3031,1.736694036,385993.0
2052,Maharashtra,151,Belapur, CHANDRASHEKHAR JANARDAN RANADE,MALE,64.0,GENERAL,IND,Gas Cylinder,2642,6.0,2648,1.51724375,385993.0
2053,Maharashtra,151,Belapur, AVHAD SACHIN BHARAT,MALE,33.0,SC,BSP,Elephant,1553,3.0,1556,0.8915525964,385993.0
2054,Maharashtra,151,Belapur, SHANTARAM KUKRA SHETTY,MALE,65.0,GENERAL,IND,Whistle,510,0.0,510,0.292218396,385993.0
2055,Maharashtra,151,Belapur, AHUJA UMA,FEMALE,46.0,GENERAL,IND,Binoculars,485,0.0,485,0.2778939648,385993.0
2056,Maharashtra,151,Belapur, APPASAHEB VISHNU KSHIRSAGAR,MALE,47.0,GENERAL,RBS,Tractor Chalata Kissan,476,1.0,477,0.2733101469,385993.0
2057,Maharashtra,151,Belapur, SANTOSH R. KAMBLE,MALE,45.0,SC,IND,Cup & Saucer,457,1.0,458,0.2624235792,385993.0
2058,Maharashtra,151,Belapur, Dr. AJAYKUMAR UPADHYAY,MALE,46.0,GENERAL,JUVJANP,Ganna Kisan,451,1.0,452,0.2589857157,385993.0
2059,Maharashtra,151,Belapur, KIRAN ARUN WAGHMARE,MALE,29.0,SC,IND,DIAMOND,278,0.0,278,0.1592876747,385993.0
2060,Maharashtra,151,Belapur, BHAGWAT JITAN SHARMA,MALE,51.0,GENERAL,IND,Pen Drive,270,0.0,270,0.1547038567,385993.0
2061,Maharashtra,151,Belapur, HARJEET SINGH KUMAR,MALE,47.0,GENERAL,INNP,Pen Nib with Seven Rays,259,0.0,259,0.148401107,385993.0
2062,Maharashtra,151,Belapur, VIJAY JAGANNATH MANE,MALE,48.0,GENERAL,IND,Bat,227,3.0,230,0.1317847668,385993.0
2063,Maharashtra,151,Belapur, MUKESH THAKUR,MALE,42.0,GENERAL,IND,CCTV Camera,228,0.0,228,0.1306388123,385993.0
2064,Maharashtra,151,Belapur, BHANUDAS DHOTRE (SATARAKAR),MALE,69.0,GENERAL,RRP,Air Conditioner,104,0.0,104,0.0595896337,385993.0
2066,Maharashtra,152,Borivali, Sunil Dattatraya Rane,MALE,56.0,GENERAL,BJP,Lotus,123522,190.0,123712,74.54146682,301446.0
2067,Maharashtra,152,Borivali, Kumar Khilare,MALE,52.0,GENERAL,INC,Hand,28640,51.0,28691,17.28748403,301446.0
2068,Maharashtra,152,Borivali, NOTA,,0.0,,NOTA,NOTA,10081,14.0,10095,6.082644429,301446.0
2069,Maharashtra,152,Borivali, Rajesh Ramkisan Mallah,MALE,43.0,GENERAL,BSP,Elephant,2228,4.0,2232,1.344869972,301446.0
2070,Maharashtra,152,Borivali, Dhirubhai Gohil,MALE,55.0,GENERAL,SVPP,Mike,1234,0.0,1234,0.7435347425,301446.0
2072,Maharashtra,153,Dahisar, Chaudhary Manisha Ashok,FEMALE,58.0,GENERAL,BJP,Lotus,87550,57.0,87607,64.86812682,255297.0
2073,Maharashtra,153,Dahisar, Arun Sawant,MALE,54.0,GENERAL,INC,Hand,23680,10.0,23690,17.5411317,255297.0
2074,Maharashtra,153,Dahisar, Rajesh Gangaram Yerunkar,MALE,46.0,GENERAL,MNS,Railway Engine,17039,13.0,17052,12.62606069,255297.0
2075,Maharashtra,153,Dahisar, NOTA,,0.0,,NOTA,NOTA,4217,5.0,4222,3.126156945,255297.0
2076,Maharashtra,153,Dahisar, Adv. Harshatai Chowkekar,FEMALE,44.0,GENERAL,BSP,Elephant,1014,1.0,1015,0.7515512314,255297.0
2077,Maharashtra,153,Dahisar, Andrew John Fernandes,MALE,58.0,GENERAL,HBP,Ganna Kisan,549,1.0,550,0.4072445096,255297.0
2078,Maharashtra,153,Dahisar, Mahesh Pandurang Jadhav,MALE,38.0,GENERAL,SBBGP,Sewing Machine,346,0.0,346,0.2561938188,255297.0
2079,Maharashtra,153,Dahisar, Radheshyam Harishankar Vishwakarma,MALE,41.0,GENERAL,NJANP,Drill Machine,291,0.0,291,0.2154693678,255297.0
2080,Maharashtra,153,Dahisar, Dharmendra Rammurat Pandey,MALE,43.0,GENERAL,IND,Bat,281,0.0,281,0.2080649222,255297.0
2082,Maharashtra,154,Magathane, Prakash Rajaram Surve,MALE,57.0,GENERAL,SHS,Bow and Arrow,90090,116.0,90206,59.59226277,274102.0
2083,Maharashtra,154,Magathane, Nayan Pradeep Kadam,MALE,45.0,GENERAL,MNS,Railway Engine,41015,45.0,41060,27.12522792,274102.0
2084,Maharashtra,154,Magathane, Manishankar Gaurishankar Singh Chauhan,MALE,45.0,GENERAL,NCP,Clock,7331,8.0,7339,4.848320693,274102.0
2085,Maharashtra,154,Magathane, NOTA,,0.0,,NOTA,NOTA,4845,4.0,4849,3.203366541,274102.0
2086,Maharashtra,154,Magathane, Sadanand Prabhakar Mane,MALE,25.0,SC,IND,Gas Cylinder,3351,3.0,3354,2.215733425,274102.0
2087,Maharashtra,154,Magathane, Devendra Muratsingh Thakur,MALE,39.0,GENERAL,IND,Road Roller,1534,0.0,1534,1.013397458,274102.0
2088,Maharashtra,154,Magathane, Rajaram Bhiwrao Jadhav,MALE,66.0,GENERAL,BSP,Elephant,1246,0.0,1246,0.8231377005,274102.0
2089,Maharashtra,154,Magathane, Manoj Vasant Bamne,MALE,39.0,SC,BMUP,Cot,671,2.0,673,0.4446000581,274102.0
2090,Maharashtra,154,Magathane, Sunil Shreehari Mandve,MALE,41.0,GENERAL,IND,Whistle,581,0.0,581,0.3838226356,274102.0
2091,Maharashtra,154,Magathane, Vijaykumar Suryaprasad Mishra,MALE,46.0,GENERAL,NAP,Auto- Rickshaw,529,1.0,530,0.3501308036,274102.0
2093,Maharashtra,155,Mulund, Kotecha Mihir Chandrakant,MALE,45.0,GENERAL,BJP,Lotus,87200,53.0,87253,56.46091227,287173.0
2094,Maharashtra,155,Mulund, Harshala Rajesh Chavan,FEMALE,43.0,GENERAL,MNS,Railway Engine,29885,20.0,29905,19.35135275,287173.0
2095,Maharashtra,155,Mulund, Govind Singh,MALE,74.0,GENERAL,INC,Hand,23844,10.0,23854,15.4357856,287173.0
2096,Maharashtra,155,Mulund, NOTA,,0.0,,NOTA,NOTA,5193,7.0,5200,3.364889962,287173.0
2097,Maharashtra,155,Mulund, Shashikant Rohidas Mokal,MALE,38.0,SC,VBA,Gas Cylinder,4754,2.0,4756,3.077580126,287173.0
2098,Maharashtra,155,Mulund, (Anna) Shreerang Anna Kamble,MALE,73.0,SC,BSP,Elephant,950,1.0,951,0.6153866064,287173.0
2099,Maharashtra,155,Mulund, Commander Sadanand Champakrao Manekar (Retd.),MALE,52.0,GENERAL,IND,SHIP,825,1.0,826,0.5344998285,287173.0
2100,Maharashtra,155,Mulund, Nilesh Chavan,MALE,44.0,GENERAL,JANADIP,Cup & Saucer,484,0.0,484,0.3131936041,287173.0
2101,Maharashtra,155,Mulund, Deshpande Sanjay Saoji,MALE,55.0,SC,IND,Carrom Board,320,0.0,320,0.2070701515,287173.0
2102,Maharashtra,155,Mulund, Keshav (Kailas) Joshi,MALE,47.0,GENERAL,IND,Pen Nib with Seven Rays,316,0.0,316,0.2044817746,287173.0
2103,Maharashtra,155,Mulund, (Bhau) Salu Pawar,MALE,44.0,GENERAL,IND,Auto- Rickshaw,270,0.0,270,0.1747154403,287173.0
2104,Maharashtra,155,Mulund, Goroba Babasaheb Naykile,MALE,41.0,GENERAL,APoI,Coat,157,0.0,157,0.1015937931,287173.0
2105,Maharashtra,155,Mulund, Meena Jagdish Sutrakar,FEMALE,60.0,GENERAL,IND,Walking Stick,149,0.0,149,0.09641703929,287173.0
2106,Maharashtra,155,Mulund, Nandkumar Birbal Singh,MALE,45.0,GENERAL,IND,Almirah,96,0.0,96,0.06212104545,287173.0
2108,Maharashtra,156,Vikhroli, Raut Sunil Rajaram,MALE,54.0,GENERAL,SHS,Bow and Arrow,62669,125.0,62794,49.07659964,231104.0
2109,Maharashtra,156,Vikhroli, Dhananjay (Dada) Pisal,MALE,64.0,GENERAL,NCP,Clock,34881,72.0,34953,27.31748873,231104.0
2110,Maharashtra,156,Vikhroli, Vinod Ramchandra Shinde,MALE,47.0,GENERAL,MNS,Railway Engine,16008,34.0,16042,12.53761205,231104.0
2111,Maharashtra,156,Vikhroli, Siddharth Mokle,MALE,35.0,GENERAL,VBA,Gas Cylinder,9122,28.0,9150,7.151175059,231104.0
2112,Maharashtra,156,Vikhroli, NOTA,,0.0,,NOTA,NOTA,3157,11.0,3168,2.475947824,231104.0
2113,Maharashtra,156,Vikhroli, Shailesh Vivekanand Sonawane,MALE,41.0,SC,BSP,Elephant,831,3.0,834,0.6518120218,231104.0
2114,Maharashtra,156,Vikhroli, Shashank Tulshiram Yadav,MALE,47.0,SC,IND,Auto- Rickshaw,362,0.0,362,0.2829208056,231104.0
2115,Maharashtra,156,Vikhroli, Lumbini Siddharth Bhosale,FEMALE,26.0,SC,PRBHPRP,Key,246,1.0,247,0.1930426491,231104.0
2116,Maharashtra,156,Vikhroli, Milind Kadam,MALE,43.0,GENERAL,SBBGP,Sewing Machine,242,0.0,242,0.1891349032,231104.0
2117,Maharashtra,156,Vikhroli, Raju Shirame,MALE,49.0,GENERAL,SVPP,Mike,159,0.0,159,0.1242663207,231104.0
2119,Maharashtra,157,Bhandup West, Ramesh Gajanan Korgaonkar,MALE,59.0,GENERAL,SHS,Bow and Arrow,71794,161.0,71955,45.174596,283275.0
2120,Maharashtra,157,Bhandup West, Sandeep Prabhakar Jalgaonkar,MALE,51.0,GENERAL,MNS,Railway Engine,42745,37.0,42782,26.85928102,283275.0
2121,Maharashtra,157,Bhandup West, Koparkar Suresh Harishchandra,MALE,67.0,GENERAL,INC,Hand,30694,37.0,30731,19.29345438,283275.0
2122,Maharashtra,157,Bhandup West, Satish Jaising Mane,MALE,47.0,SC,VBA,Gas Cylinder,7495,8.0,7503,4.710513429,283275.0
2123,Maharashtra,157,Bhandup West, NOTA,,0.0,,NOTA,NOTA,3725,7.0,3732,2.343014277,283275.0
2124,Maharashtra,157,Bhandup West, Ravi Ashok Thate,MALE,37.0,SC,BSP,Elephant,1480,3.0,1483,0.9310531008,283275.0
2125,Maharashtra,157,Bhandup West, Rupali Bapu Bhadke,FEMALE,34.0,SC,BMUP,Cot,743,1.0,744,0.4670960937,283275.0
2126,Maharashtra,157,Bhandup West, Ankush Vasant Kurade,MALE,39.0,GENERAL,IND,Apple,351,1.0,352,0.2209917003,283275.0
2128,Maharashtra,158,Jogeshwari East, Ravindra Dattaram Waikar,MALE,60.0,GENERAL,SHS,Bow and Arrow,90401,253.0,90654,60.85590575,281976.0
2129,Maharashtra,158,Jogeshwari East, Sunil Bisan Kumre,MALE,48.0,ST,INC,Hand,31831,36.0,31867,21.39227335,281976.0
2130,Maharashtra,158,Jogeshwari East, NOTA,,0.0,,NOTA,NOTA,12009,22.0,12031,8.076393784,281976.0
2131,Maharashtra,158,Jogeshwari East, Dilbag Singh,MALE,41.0,GENERAL,VBA,Gas Cylinder,5060,15.0,5075,3.406840533,281976.0
2132,Maharashtra,158,Jogeshwari East, Vitthal Govind Lad,MALE,58.0,GENERAL,AAAP,Broom,3854,3.0,3857,2.589198805,281976.0
2133,Maharashtra,158,Jogeshwari East, Milind Jagannath Bhole,MALE,54.0,GENERAL,IND,Auto- Rickshaw,3303,1.0,3304,2.217970664,281976.0
2134,Maharashtra,158,Jogeshwari East, Kundan Hindurao Waghmare,MALE,43.0,SC,BSP,Elephant,1249,1.0,1250,0.839123284,281976.0
2135,Maharashtra,158,Jogeshwari East, Anil Laxman Chavan,MALE,49.0,GENERAL,IND,Cup & Saucer,926,1.0,927,0.6222938274,281976.0
2137,Maharashtra,159,Dindoshi, Sunil Prabhu,MALE,50.0,GENERAL,SHS,Bow and Arrow,82098,105.0,82203,52.61463427,281684.0
2138,Maharashtra,159,Dindoshi, Vidya Chavan,FEMALE,63.0,GENERAL,NCP,Clock,37653,39.0,37692,24.1250416,281684.0
2139,Maharashtra,159,Dindoshi, Arun Dhondiram Surve,MALE,43.0,GENERAL,MNS,Railway Engine,25834,20.0,25854,16.5480427,281684.0
2140,Maharashtra,159,Dindoshi, Siddharth Atmaram Kakde,MALE,39.0,SC,VBA,Gas Cylinder,3319,7.0,3326,2.128830743,281684.0
2141,Maharashtra,159,Dindoshi, NOTA,,0.0,,NOTA,NOTA,3263,3.0,3266,2.090427302,281684.0
2142,Maharashtra,159,Dindoshi, Amit Suryakant Swami,MALE,26.0,GENERAL,BVA,Whistle,1042,0.0,1042,0.6669397578,281684.0
2143,Maharashtra,159,Dindoshi, Dilip Narayan Tawde,MALE,60.0,GENERAL,AAAP,Broom,961,0.0,961,0.6150951125,281684.0
2144,Maharashtra,159,Dindoshi, Sharad G. Gaikwad,MALE,41.0,SC,IND,Cup & Saucer,695,2.0,697,0.4461199723,281684.0
2145,Maharashtra,159,Dindoshi, Vijendra Kumar Rai,MALE,37.0,GENERAL,IND,CCTV Camera,473,0.0,473,0.3027471261,281684.0
2146,Maharashtra,159,Dindoshi, Comrade Dattu Kajale (Sir),MALE,43.0,GENERAL,SUCI(C),Battery torch,410,0.0,410,0.2624235131,281684.0
2147,Maharashtra,159,Dindoshi, Subhash Gajraj Yadav,MALE,38.0,GENERAL,AAPP,Binoculars,311,1.0,312,0.1996978929,281684.0
2149,Maharashtra,160,Kandivali East, Atul Bhatkhalkar,MALE,54.0,GENERAL,BJP,Lotus,85067,85.0,85152,63.22213725,269510.0
2150,Maharashtra,160,Kandivali East, Dr. Ajanta Rajpati Yadav,FEMALE,53.0,GENERAL,INC,Hand,32774,24.0,32798,24.35127369,269510.0
2151,Maharashtra,160,Kandivali East, Hemantkumar Tulshiram Kamble,MALE,48.0,GENERAL,MNS,Railway Engine,10126,6.0,10132,7.522626534,269510.0
2152,Maharashtra,160,Kandivali East, NOTA,,0.0,,NOTA,NOTA,2776,4.0,2780,2.064044785,269510.0
2153,Maharashtra,160,Kandivali East, Rahul Manikrao Jadhav,MALE,32.0,SC,VBA,Gas Cylinder,2505,9.0,2514,1.866549853,269510.0
2154,Maharashtra,160,Kandivali East, Adv. Sumitra Shrivastava,FEMALE,47.0,GENERAL,AAAP,Broom,782,0.0,782,0.5806054036,269510.0
2155,Maharashtra,160,Kandivali East, Balkrishna Ishwar Prasad,MALE,43.0,GENERAL,BSP,Elephant,528,1.0,529,0.3927624789,269510.0
2157,Maharashtra,161,Charkop, Yogesh Sagar,MALE,57.0,GENERAL,BJP,Lotus,108075,127.0,108202,71.09572119,288602.0
2158,Maharashtra,161,Charkop, Kalu Budhelia,MALE,52.0,GENERAL,INC,Hand,34420,33.0,34453,22.63785219,288602.0
2159,Maharashtra,161,Charkop, NOTA,,0.0,,NOTA,NOTA,4921,6.0,4927,3.237358074,288602.0
2160,Maharashtra,161,Charkop, Morris Benny Kinny,MALE,57.0,GENERAL,VBA,Gas Cylinder,2518,5.0,2523,1.65777439,288602.0
2161,Maharashtra,161,Charkop, Farukh Abdul Mannan Khan,MALE,43.0,GENERAL,BSP,Elephant,1037,0.0,1037,0.6813761564,288602.0
2162,Maharashtra,161,Charkop, Janardanji Gupta,MALE,45.0,GENERAL,SVPP,Mike,400,0.0,400,0.2628259041,288602.0
2163,Maharashtra,161,Charkop, Ansari Mohd. Azad,MALE,47.0,GENERAL,IND,Auto- Rickshaw,358,0.0,358,0.2352291842,288602.0
2164,Maharashtra,161,Charkop, Mohammad Ibrahim Khan,MALE,28.0,GENERAL,BMUP,Cot,291,1.0,292,0.19186291,288602.0
2166,Maharashtra,162,Malad West, Aslam Ramzanali Shaikh,MALE,50.0,GENERAL,INC,Hand,79474,40.0,79514,50.86682276,296495.0
2167,Maharashtra,162,Malad West, Thakur Ramesh singh,MALE,56.0,GENERAL,BJP,Lotus,69092,39.0,69131,44.22459346,296495.0
2168,Maharashtra,162,Malad West, NOTA,,0.0,,NOTA,NOTA,3485,5.0,3490,2.23262836,296495.0
2169,Maharashtra,162,Malad West, Shakeel Hasan Patni,MALE,47.0,GENERAL,IND,Gas Cylinder,924,3.0,927,0.5930219169,296495.0
2170,Maharashtra,162,Malad West, Keshav Govinda Jadhav,MALE,54.0,SC,BSP,Elephant,862,2.0,864,0.5527194565,296495.0
2171,Maharashtra,162,Malad West, Ismail Shaikh,MALE,36.0,GENERAL,AIMIM,Kite,818,0.0,818,0.5232922632,296495.0
2172,Maharashtra,162,Malad West, Amzad Sarmad Shaikh,MALE,44.0,GENERAL,IND,Auto- Rickshaw,680,1.0,681,0.4356504049,296495.0
2173,Maharashtra,162,Malad West, VIdya Naik,FEMALE,49.0,GENERAL,JD(S),A lady farmer carrying paddy on her head,299,1.0,300,0.1919164779,296495.0
2174,Maharashtra,162,Malad West, Venu Pillai,MALE,36.0,GENERAL,IND,Hat,170,0.0,170,0.1087526708,296495.0
2175,Maharashtra,162,Malad West, Mohammed Taufeeq Idris Quereshi,MALE,51.0,GENERAL,IUML,Cup & Saucer,169,0.0,169,0.1081129492,296495.0
2176,Maharashtra,162,Malad West, Kamlesh Dhumal,MALE,27.0,GENERAL,IND,Whistle,156,1.0,157,0.1004362901,296495.0
2177,Maharashtra,162,Malad West, Jayesh Vrajlal Gohil,MALE,49.0,GENERAL,BMFP,BISCUIT,97,0.0,97,0.06205299454,296495.0
2179,Maharashtra,163,Goregaon, VIDYA JAIPRAKASH THAKUR,FEMALE,58.0,GENERAL,BJP,Lotus,81168,65.0,81233,53.33854245,327926.0
2180,Maharashtra,163,Goregaon, MOHITE YUVRAJ GANESH,MALE,53.0,GENERAL,INC,Hand,32313,13.0,32326,21.2256315,327926.0
2181,Maharashtra,163,Goregaon, VIRENDRA JADHAV,MALE,44.0,GENERAL,MNS,Railway Engine,26653,36.0,26689,17.52431105,327926.0
2182,Maharashtra,163,Goregaon, NOSHAD YAKUB SHIKALGAR,MALE,51.0,GENERAL,VBA,Gas Cylinder,5355,8.0,5363,3.521408826,327926.0
2183,Maharashtra,163,Goregaon, NOTA,,0.0,,NOTA,NOTA,4212,5.0,4217,2.768931758,327926.0
2184,Maharashtra,163,Goregaon, AMOL DASHARATH SAWANT,MALE,35.0,SC,BSP,Elephant,1180,1.0,1181,0.7754584792,327926.0
2185,Maharashtra,163,Goregaon, BHONSLE MAHENDRA MALUSARE,MALE,47.0,SC,IND,Auto- Rickshaw,545,0.0,545,0.3578534049,327926.0
2186,Maharashtra,163,Goregaon, Adv AJAY KAILASHNATH DUBEY,MALE,29.0,GENERAL,JANADIP,Whistle,321,1.0,322,0.2114289842,327926.0
2187,Maharashtra,163,Goregaon, Adv. MITESH VARSHNEY,MALE,28.0,GENERAL,IND,FLUTE,220,0.0,220,0.1444545854,327926.0
2188,Maharashtra,163,Goregaon, PURUSHOTTAM MANUBHAI PATEL,MALE,72.0,GENERAL,IND,Key,201,0.0,201,0.1319789622,327926.0
2190,Maharashtra,164,Versova, DR. BHARATI LAVEKAR,FEMALE,53.0,GENERAL,BJP,Lotus,41026,31.0,41057,33.98195663,285116.0
